Sale Date,Brand,Model,Country,Price,Sales,Odometer
2021-05-21,Nissan,Juke,France,39856,4084,118141
2021-05-22,Nissan,Qashqai,Italy,26265,3648,35624
2021-05-22,Hyundai,i30,Japan,21190,4327,63013
2021-05-22,Tesla,Model X,Poland,52434,1522,29331
2021-05-23,Tesla,Model S,Japan,91326,1559,39192
2021-05-23,Tesla,Model S,Italy,87719,2174,46751
2021-05-23,BMW,5 Series,Poland,79793,4912,107869
2021-05-24,Hyundai,Tucson,UK,26638,1010,114068
2021-05-24,Nissan,X-Trail,Germany,26248,2020,29276
2021-05-25,Toyota,Corolla,Spain,32959,4446,61087
2021-05-25,Ford,Explorer,Japan,43902,1546,73149
2021-05-25,Honda,Civic,USA,34765,1645,8515
2021-05-26,Volkswagen,Passat,Australia,26384,4034,104059
2021-05-26,Honda,Accord,Australia,38132,2955,101129
2021-05-26,BMW,X5,Canada,82153,3143,46182
2021-05-27,Tesla,Model S,Canada,54821,1068,37761
2021-05-27,Mercedes,GLE,USA,69281,4611,79918
2021-05-28,Ford,Explorer,France,25408,3527,51458
2021-05-28,Audi,A3,Canada,58290,3384,120373
2021-05-28,Tesla,Model Y,Italy,63909,1425,58367
2021-05-29,BMW,X5,UK,71000,4244,79001
2021-05-29,Hyundai,i30,France,19413,3971,109059
2021-05-29,Honda,Fit,USA,17005,4470,81586
2021-05-30,BMW,5 Series,Germany,68948,2189,30875
2021-05-30,Ford,Fiesta,UK,19071,3427,28765
2021-05-30,Hyundai,Santa Fe,Japan,14014,2915,105989
2021-05-31,Honda,Civic,Japan,25159,4600,44142
2021-05-31,Hyundai,Elantra,Germany,25412,2107,16755
2021-06-01,Mercedes,C-Class,Australia,43890,4764,27175
2021-06-01,Audi,Q7,Spain,52751,2591,78513
2021-06-01,Ford,Mustang,Poland,21162,3013,60598
2021-06-02,Hyundai,Santa Fe,Italy,17603,1716,7291
2021-06-02,Mercedes,GLE,France,53347,1431,83062
2021-06-02,Tesla,Model X,France,91281,4392,62085
2021-06-03,Tesla,Model 3,France,60402,3418,32140
2021-06-03,Mercedes,GLE,Canada,59405,1278,138909
2021-06-03,Audi,Q7,Italy,34899,4506,77471
2021-06-04,Nissan,Qashqai,Poland,24545,2385,42830
2021-06-04,Hyundai,i30,Canada,17022,3084,70365
2021-06-05,Ford,Explorer,Italy,28210,4704,110894
2021-06-05,Hyundai,Tucson,Australia,23709,3984,82413
2021-06-05,Hyundai,Elantra,Canada,22382,1432,58389
2021-06-06,Honda,Civic,Spain,20238,2715,5565
2021-06-06,BMW,X5,Spain,60710,1243,117026
2021-06-06,Ford,Focus,Germany,21629,801,90687
2021-06-07,Hyundai,Santa Fe,UK,19429,3945,7203
2021-06-07,BMW,X5,France,89008,2694,141506
2021-06-07,Volkswagen,Golf,Italy,19706,568,43493
2021-06-08,Toyota,RAV4,Spain,29521,3451,44593
2021-06-08,Nissan,Micra,Australia,27561,4227,15596
2021-06-09,BMW,5 Series,Australia,53687,4181,132540
2021-06-09,Tesla,Model Y,Italy,46082,945,35832
2021-06-09,Mercedes,E-Class,Poland,57976,3275,27974
2021-06-10,Honda,Fit,Spain,22118,2061,83000
2021-06-10,Hyundai,Santa Fe,Italy,27536,2100,10700
2021-06-10,Audi,A3,Poland,49355,3232,27177
2021-06-11,Audi,Q5,Poland,30026,3767,97242
2021-06-11,Honda,Fit,Germany,26314,511,94690
2021-06-11,Honda,Accord,Japan,38797,679,71332
2021-06-12,Tesla,Model Y,Japan,68696,2524,12666
2021-06-12,Ford,Fiesta,Italy,43044,3887,10285
2021-06-13,Mercedes,A-Class,France,79624,2932,98377
2021-06-13,BMW,X5,Japan,86222,4476,100450
2021-06-13,Volkswagen,Tiguan,France,43490,3790,25954
2021-06-14,Volkswagen,Polo,Italy,28266,1300,52963
2021-06-14,Ford,Explorer,Spain,19257,4377,5981
2021-06-14,Hyundai,Elantra,France,25656,3250,89046
2021-06-15,Tesla,Model Y,Germany,72097,1665,57474
2021-06-15,Tesla,Model S,Spain,75484,3361,50610
2021-06-15,Audi,Q7,Poland,68995,3732,19643
2021-06-16,Volkswagen,Polo,Canada,33233,3623,92084
2021-06-16,Honda,Accord,USA,38346,2927,110454
2021-06-17,Volkswagen,Passat,Poland,47251,2904,112938
2021-06-17,Nissan,Micra,Canada,28165,2990,30301
2021-06-17,Mercedes,GLE,Germany,52857,4119,102999
2021-06-18,Nissan,Qashqai,Canada,30205,1204,10452
2021-06-18,Ford,Mustang,Germany,36522,2416,14566
2021-06-18,Tesla,Model X,Italy,108038,3590,22754
2021-06-19,Hyundai,Elantra,Japan,32227,684,100259
2021-06-19,Mercedes,GLE,Germany,45538,2625,116759
2021-06-20,Audi,Q7,France,78398,1786,118304
2021-06-20,Tesla,Model S,Poland,104967,1697,56630
2021-06-20,Honda,Fit,Japan,40809,2419,23675
2021-06-21,Hyundai,Elantra,Poland,19406,3740,8491
2021-06-21,Toyota,Camry,USA,18783,4012,85015
2021-06-21,Nissan,X-Trail,Poland,21969,1289,26032
2021-06-22,BMW,3 Series,Germany,82940,1518,13657
2021-06-22,Hyundai,Santa Fe,Japan,17182,4829,93087
2021-06-22,Nissan,Micra,Australia,21101,1869,109969
2021-06-23,Toyota,Corolla,Germany,39175,1216,84386
2021-06-23,Hyundai,Santa Fe,Australia,20261,508,95709
2021-06-24,Volkswagen,Tiguan,Canada,32362,3531,21220
2021-06-24,Toyota,Yaris,Italy,35010,4571,73358
2021-06-24,BMW,X5,France,84451,2843,85205
2021-06-25,Hyundai,Elantra,Italy,22167,1865,56952
2021-06-25,Toyota,Yaris,Poland,30969,2609,112271
2021-06-25,Toyota,Corolla,Germany,29039,2803,52931
2021-06-26,Tesla,Model Y,Australia,93897,3918,33173
2021-06-26,Volkswagen,Golf,Japan,27015,3327,90727
2021-06-26,Volkswagen,Polo,Canada,30803,973,98361
2021-06-27,BMW,3 Series,USA,53118,4442,123005
2021-06-27,Ford,Mustang,USA,17511,4581,116022
2021-06-28,Volkswagen,Tiguan,Canada,42805,2917,78905
2021-06-28,Hyundai,Tucson,Spain,31997,3340,84587
2021-06-28,Mercedes,E-Class,Germany,57229,3309,52176
2021-06-29,Nissan,Micra,France,19145,2763,31913
2021-06-29,Audi,A3,USA,49014,1667,50324
2021-06-29,Ford,Explorer,Italy,21930,3941,28384
2021-06-30,Hyundai,Santa Fe,Spain,34106,2560,117317
2021-06-30,Mercedes,A-Class,Australia,48031,2299,129095
2021-06-30,Audi,Q5,Poland,44635,4954,83071
2021-07-01,Hyundai,Elantra,Canada,27055,3529,97201
2021-07-01,Nissan,Qashqai,France,36943,948,10008
2021-07-02,Nissan,Micra,UK,17620,4001,65263
2021-07-02,Honda,Civic,Canada,26319,691,17204
2021-07-02,Toyota,RAV4,Italy,16104,1048,16640
2021-07-03,Tesla,Model S,Germany,52903,2284,31863
2021-07-03,Tesla,Model 3,Japan,119526,3775,62954
2021-07-03,Tesla,Model X,France,61204,3871,64817
2021-07-04,Ford,Explorer,UK,27272,1932,89437
2021-07-04,Nissan,Qashqai,Canada,28371,4654,14236
2021-07-04,Nissan,Qashqai,Canada,17596,1075,103983
2021-07-05,Toyota,Corolla,Australia,27096,3693,46277
2021-07-05,Tesla,Model X,Japan,97148,4094,32785
2021-07-06,Volkswagen,Tiguan,Germany,40027,2143,84183
2021-07-06,Tesla,Model X,Germany,88315,2168,60178
2021-07-06,Nissan,Micra,UK,22818,3262,91623
2021-07-07,BMW,X5,Japan,74879,691,127353
2021-07-07,Ford,Explorer,Germany,24498,1031,33793
2021-07-07,Hyundai,i30,Australia,21704,558,68788
2021-07-08,Hyundai,Tucson,Japan,24002,3698,49436
2021-07-08,BMW,3 Series,Japan,41641,1441,121119
2021-07-08,Hyundai,Santa Fe,Italy,15421,935,22223
2021-07-09,Ford,Explorer,USA,20959,3181,102520
2021-07-09,BMW,3 Series,Poland,62215,4389,104593
2021-07-10,Ford,Fiesta,Canada,38029,888,53586
2021-07-10,Audi,A3,Japan,45472,1559,35874
2021-07-10,Tesla,Model S,Spain,67455,4612,62033
2021-07-11,Hyundai,Tucson,UK,22620,4139,72641
2021-07-11,Ford,Explorer,USA,19206,3069,105932
2021-07-11,Honda,CR-V,UK,40148,1567,55658
2021-07-12,Tesla,Model S,France,74164,4566,38715
2021-07-12,Tesla,Model Y,France,93599,671,59834
2021-07-12,BMW,X3,France,41209,2688,13577
2021-07-13,Ford,Focus,UK,24437,3403,118583
2021-07-13,Toyota,Corolla,USA,33761,1349,72346
2021-07-14,Volkswagen,Golf,UK,25895,2626,66608
2021-07-14,Nissan,Juke,France,38131,2807,108909
2021-07-14,Mercedes,A-Class,Canada,73387,3402,143479
2021-07-15,Honda,Civic,Italy,36980,2177,67651
2021-07-15,Audi,A3,Germany,37282,2463,144379
2021-07-15,Ford,Focus,Italy,17787,1573,37683
2021-07-16,Ford,Focus,Germany,28318,3555,87579
2021-07-16,Toyota,Camry,UK,24321,2774,107770
2021-07-17,Mercedes,A-Class,France,99446,3766,124183
2021-07-17,Audi,Q5,Italy,47665,3400,130355
2021-07-17,Nissan,Micra,Canada,31729,2558,108930
2021-07-18,BMW,5 Series,Canada,48523,591,145064
2021-07-18,BMW,X3,USA,60530,4280,25305
2021-07-18,Nissan,Qashqai,Germany,37731,4789,103833
2021-07-19,BMW,3 Series,France,72502,2097,28909
2021-07-19,Nissan,Qashqai,Poland,18742,4925,111965
2021-07-19,Volkswagen,Golf,Poland,32250,4555,60715
2021-07-20,Nissan,X-Trail,Australia,29293,1390,105659
2021-07-20,Mercedes,GLE,Australia,45539,2172,111140
2021-07-21,Nissan,Qashqai,Spain,16183,1783,89766
2021-07-21,Nissan,Micra,Canada,27332,2296,75258
2021-07-21,Audi,A3,France,76840,4354,108980
2021-07-22,BMW,X5,Poland,39090,4806,97643
2021-07-22,Toyota,Camry,UK,34070,690,52774
2021-07-22,Nissan,Juke,Italy,32962,561,5386
2021-07-23,Ford,Fiesta,France,31033,986,37521
2021-07-23,Honda,CR-V,France,25732,2560,61878
2021-07-23,Volkswagen,Passat,Italy,43566,4967,108536
2021-07-24,BMW,3 Series,Japan,55291,4788,16734
2021-07-24,Hyundai,Elantra,Poland,21814,2694,12851
2021-07-25,Toyota,RAV4,UK,18692,4365,63027
2021-07-25,Tesla,Model 3,Poland,59507,2271,11106
2021-07-25,Tesla,Model X,Australia,84423,4700,56873
2021-07-26,Volkswagen,Golf,Canada,29115,820,41725
2021-07-26,Audi,A3,Germany,78812,2000,93488
2021-07-26,Honda,Accord,Australia,35249,1905,65067
2021-07-27,Toyota,RAV4,Spain,31388,1668,23782
2021-07-27,Volkswagen,Golf,Poland,30412,2313,77036
2021-07-27,Ford,Focus,Canada,40628,648,111998
2021-07-28,Tesla,Model S,USA,111836,2999,28979
2021-07-28,BMW,5 Series,Australia,56217,4353,112689
2021-07-29,Mercedes,E-Class,Canada,96006,2193,114268
2021-07-29,BMW,3 Series,Spain,81344,4576,148997
2021-07-29,Mercedes,A-Class,Spain,92482,3541,84258
2021-07-30,Volkswagen,Polo,USA,47676,2396,12883
2021-07-30,BMW,X5,UK,55439,507,103885
2021-07-30,BMW,X5,France,79749,4551,115879
2021-07-31,Tesla,Model X,Canada,90538,3216,54730
2021-07-31,BMW,X3,Australia,89641,1876,89183
2021-07-31,Nissan,Micra,France,37442,1464,109587
2021-08-01,Hyundai,i30,Spain,21595,2387,87911
2021-08-01,Honda,Fit,France,31484,4104,55235
2021-08-02,BMW,3 Series,Japan,77885,1972,76635
2021-08-02,Nissan,Qashqai,Poland,23744,3913,45225
2021-08-02,Audi,Q5,UK,34521,505,18382
2021-08-03,Mercedes,A-Class,Germany,55065,4050,24425
2021-08-03,Audi,Q7,Australia,45510,1124,12175
2021-08-03,Honda,CR-V,USA,38608,1695,35194
2021-08-04,Tesla,Model X,Italy,86576,4744,24727
2021-08-04,Mercedes,E-Class,Germany,45906,4563,118750
2021-08-04,Honda,CR-V,Germany,28564,3223,52958
2021-08-05,BMW,X3,Australia,76127,4185,100197
2021-08-05,Toyota,Corolla,UK,30471,1986,29575
2021-08-06,Nissan,Juke,USA,32727,1706,119507
2021-08-06,Nissan,Qashqai,Australia,31657,2791,6532
2021-08-06,Tesla,Model Y,Canada,119642,1938,57168
2021-08-07,Mercedes,A-Class,Italy,46389,3579,114599
2021-08-07,Audi,Q5,Australia,79237,2993,72059
2021-08-07,Mercedes,A-Class,Spain,84416,1721,65342
2021-08-08,Mercedes,A-Class,Japan,73457,4935,107540
2021-08-08,Toyota,Camry,Germany,31813,4626,90701
2021-08-09,Audi,A3,Poland,65764,3967,139014
2021-08-09,Honda,Fit,Italy,41940,1422,76792
2021-08-09,Toyota,Yaris,Japan,20297,1435,13573
2021-08-10,BMW,3 Series,Germany,56881,2890,75285
2021-08-10,Audi,Q5,Australia,54236,3771,108706
2021-08-10,Tesla,Model 3,Italy,104145,3150,62520
2021-08-11,Toyota,RAV4,UK,35786,1250,30444
2021-08-11,Tesla,Model S,UK,48333,2097,68620
2021-08-11,Hyundai,i30,UK,19082,752,91053
2021-08-12,Honda,Civic,Poland,18701,804,17270
2021-08-12,Hyundai,Elantra,USA,16807,3386,98566
2021-08-13,Honda,Civic,Canada,36359,1006,75392
2021-08-13,Audi,A3,UK,81719,2404,104482
2021-08-13,Volkswagen,Passat,France,41862,1600,113132
2021-08-14,Tesla,Model Y,Italy,97236,4739,65075
2021-08-14,Volkswagen,Polo,Italy,38726,3616,31998
2021-08-14,BMW,X5,UK,88181,4193,119681
2021-08-15,BMW,5 Series,France,66839,1817,27084
2021-08-15,Audi,Q7,Australia,64361,4487,105057
2021-08-15,Ford,Mustang,France,39381,3112,35932
2021-08-16,Ford,Explorer,Japan,22954,2290,86032
2021-08-16,Toyota,RAV4,Canada,24280,2881,41895
2021-08-17,Mercedes,C-Class,Spain,84529,1665,35176
2021-08-17,Nissan,Micra,Spain,16987,2465,110620
2021-08-17,Volkswagen,Polo,Spain,32046,1368,55281
2021-08-18,Audi,A3,Germany,84306,2434,31584
2021-08-18,Audi,A4,USA,36385,530,132684
2021-08-18,Honda,Civic,Canada,24777,1450,13250
2021-08-19,BMW,3 Series,Poland,62426,3444,122637
2021-08-19,Mercedes,A-Class,USA,94416,3215,104897
2021-08-19,Nissan,X-Trail,Germany,28090,4613,94438
2021-08-20,Nissan,Qashqai,Spain,24523,1027,23443
2021-08-20,Mercedes,E-Class,USA,83290,3766,25115
2021-08-21,Hyundai,Elantra,Poland,20820,2340,60043
2021-08-21,BMW,X5,Spain,88243,943,38750
2021-08-21,Volkswagen,Tiguan,Spain,37421,3885,98430
2021-08-22,Nissan,Qashqai,France,26222,886,69334
2021-08-22,BMW,X5,Poland,77144,2467,100352
2021-08-22,Nissan,X-Trail,Germany,34383,2429,19633
2021-08-23,Honda,Accord,France,39576,2177,50101
2021-08-23,BMW,3 Series,France,71945,4341,16416
2021-08-23,Nissan,Qashqai,Poland,16594,3112,50056
2021-08-24,Audi,A3,France,80648,4055,145933
2021-08-24,Ford,Mustang,Japan,17995,594,111988
2021-08-25,Tesla,Model X,France,99486,898,36129
2021-08-25,BMW,X5,France,55860,1051,149558
2021-08-25,Audi,Q7,Germany,71128,2446,130803
2021-08-26,Honda,Accord,Japan,39758,753,48336
2021-08-26,Volkswagen,Golf,France,24153,3383,20589
2021-08-26,Audi,A4,Canada,73200,900,107047
2021-08-27,Volkswagen,Golf,UK,21851,3912,81034
2021-08-27,Honda,Accord,USA,29077,807,115853
2021-08-27,Ford,Fiesta,Italy,37159,2871,110372
2021-08-28,Honda,Accord,France,24464,1226,116852
2021-08-28,Ford,Fiesta,Canada,24000,1769,25927
2021-08-29,Ford,Explorer,France,30372,3278,53469
2021-08-29,BMW,3 Series,Germany,88286,2102,61408
2021-08-29,Audi,Q7,UK,37532,3148,82439
2021-08-30,BMW,X5,Germany,69588,2579,95078
2021-08-30,Volkswagen,Golf,Japan,41795,1755,65301
2021-08-30,Mercedes,GLE,France,64091,769,100027
2021-08-31,Ford,Fiesta,USA,37363,4275,14304
2021-08-31,Hyundai,i30,Australia,14016,616,34654
2021-09-01,Volkswagen,Passat,Poland,41983,4589,11259
2021-09-01,BMW,X3,Canada,39942,4288,66105
2021-09-01,Mercedes,GLE,USA,45702,655,110965
2021-09-02,Toyota,RAV4,France,19315,2273,78844
2021-09-02,Audi,Q5,France,60690,4903,112281
2021-09-02,Mercedes,A-Class,Australia,76660,650,89544
2021-09-03,Ford,Fiesta,Australia,23400,2879,100773
2021-09-03,BMW,3 Series,Germany,87813,777,37967
2021-09-03,Honda,Civic,USA,40914,2415,83478
2021-09-04,Mercedes,E-Class,Poland,91925,4781,37821
2021-09-04,Tesla,Model 3,Australia,62384,4334,17198
2021-09-05,Volkswagen,Tiguan,Italy,25169,4330,61306
2021-09-05,Mercedes,C-Class,UK,73766,784,34996
2021-09-05,Toyota,Camry,France,32878,4384,26007
2021-09-06,Ford,Focus,USA,41297,1901,21829
2021-09-06,Audi,Q5,Spain,65319,2467,128576
2021-09-06,Toyota,Yaris,Australia,22699,3129,45455
2021-09-07,Ford,Fiesta,UK,41333,2295,31219
2021-09-07,Ford,Mustang,France,40599,1739,107454
2021-09-07,Nissan,Micra,France,22470,3042,28563
2021-09-08,Toyota,Yaris,Germany,27495,4728,59610
2021-09-08,Mercedes,C-Class,Australia,69040,3674,89030
2021-09-09,Volkswagen,Golf,France,43357,1066,86288
2021-09-09,Honda,Accord,Japan,23995,4667,97511
2021-09-09,Honda,Civic,Canada,35066,4816,80577
2021-09-10,Tesla,Model S,France,72484,4637,38538
2021-09-10,Toyota,Yaris,Italy,18854,3618,56284
2021-09-10,Nissan,Juke,Italy,36688,538,22659
2021-09-11,BMW,5 Series,UK,39857,1936,37569
2021-09-11,Mercedes,C-Class,UK,77019,4525,42646
2021-09-11,Volkswagen,Tiguan,Japan,37618,1765,45430
2021-09-12,Mercedes,C-Class,France,67738,2187,146615
2021-09-12,Honda,Civic,Poland,20911,3428,35276
2021-09-13,Mercedes,GLE,France,68234,2333,100141
2021-09-13,Tesla,Model X,Japan,49111,610,12015
2021-09-13,Hyundai,Santa Fe,Germany,34762,4864,93730
2021-09-14,Hyundai,Elantra,UK,18693,1298,34954
2021-09-14,Honda,CR-V,Poland,35395,925,8044
2021-09-14,Hyundai,i30,UK,20229,1739,11566
2021-09-15,Tesla,Model S,Germany,64423,1098,31663
2021-09-15,Toyota,RAV4,Canada,29430,4013,78638
2021-09-15,Nissan,Juke,Germany,20383,4436,75043
2021-09-16,Ford,Explorer,Australia,35919,3390,89677
2021-09-16,Toyota,Camry,Canada,35955,4128,75585
2021-09-17,Toyota,Corolla,Spain,25357,4786,92789
2021-09-17,Audi,A4,Italy,34681,972,35912
2021-09-17,Nissan,Juke,Germany,18652,4880,15832
2021-09-18,Nissan,Juke,Japan,39438,1327,85107
2021-09-18,Honda,Fit,Australia,39440,2465,37556
2021-09-18,Nissan,Qashqai,UK,22563,4852,5184
2021-09-19,Toyota,Yaris,Germany,35449,745,15426
2021-09-19,Toyota,RAV4,Germany,33471,1100,111108
2021-09-19,Ford,Focus,Australia,34440,2631,13724
2021-09-20,Hyundai,Tucson,Australia,27336,4988,83950
2021-09-20,Nissan,Micra,Japan,33167,2879,94751
2021-09-21,Nissan,X-Trail,Canada,28134,3090,47002
2021-09-21,Mercedes,E-Class,Japan,50027,4708,144598
2021-09-21,Tesla,Model S,Italy,83286,3157,23316
2021-09-22,Mercedes,C-Class,Spain,92630,3156,68465
2021-09-22,Ford,Explorer,UK,39707,3329,80937
2021-09-22,Hyundai,Elantra,USA,22758,1973,18281
2021-09-23,Honda,Civic,Japan,35371,4287,82593
2021-09-23,Nissan,Micra,UK,39123,3751,27289
2021-09-24,Honda,CR-V,Japan,26204,1810,99682
2021-09-24,Nissan,Micra,Poland,31882,4757,20846
2021-09-24,Mercedes,E-Class,Japan,53012,968,55076
2021-09-25,BMW,X3,Germany,85291,1936,84264
2021-09-25,Audi,A3,UK,37077,1350,121872
2021-09-25,Audi,A3,Japan,70533,2562,78582
2021-09-26,Volkswagen,Polo,USA,40723,3347,113931
2021-09-26,Honda,Civic,USA,34096,3395,113177
2021-09-26,Tesla,Model X,Poland,99337,1916,64331
2021-09-27,Volkswagen,Passat,UK,39831,1091,16170
2021-09-27,Toyota,Camry,USA,17410,1347,19990
2021-09-28,Nissan,Qashqai,Germany,29778,2786,32273
2021-09-28,Honda,Fit,Japan,23553,3594,7365
2021-09-28,Hyundai,Elantra,France,17675,1452,90220
2021-09-29,Audi,Q7,USA,73923,4527,78783
2021-09-29,Hyundai,Elantra,USA,15037,570,16066
2021-09-29,BMW,3 Series,Australia,52153,2509,62092
2021-09-30,Mercedes,A-Class,USA,64283,3995,38887
2021-09-30,Mercedes,C-Class,UK,52572,4587,130738
2021-09-30,Mercedes,C-Class,Italy,68390,2849,92174
2021-10-01,Mercedes,GLE,Italy,98177,3264,20663
2021-10-01,Hyundai,Elantra,France,15967,599,72388
2021-10-02,Mercedes,C-Class,France,48303,3658,59334
2021-10-02,Honda,Civic,Japan,23958,2637,80751
2021-10-02,Volkswagen,Passat,Italy,49253,1041,11033
2021-10-03,Nissan,Qashqai,Australia,38182,4433,25998
2021-10-03,Honda,Civic,Germany,30708,2188,75631
2021-10-03,Audi,A4,USA,31637,4582,149741
2021-10-04,Hyundai,Santa Fe,Spain,32910,866,53415
2021-10-04,Nissan,X-Trail,Germany,16012,1035,90159
2021-10-04,Tesla,Model S,Spain,109600,2224,38024
2021-10-05,Hyundai,Tucson,USA,20175,3723,51339
2021-10-05,Audi,Q5,Germany,44877,647,22943
2021-10-06,BMW,3 Series,Japan,55455,3295,108746
2021-10-06,Toyota,Corolla,USA,17995,2716,55859
2021-10-06,Mercedes,A-Class,France,62150,3068,66790
2021-10-07,Toyota,Corolla,France,23067,4404,74109
2021-10-07,Nissan,Qashqai,Japan,25815,1676,26302
2021-10-07,Hyundai,Elantra,Japan,21820,630,57714
2021-10-08,Volkswagen,Passat,Spain,34137,3288,91796
2021-10-08,Nissan,Juke,UK,31634,3879,15965
2021-10-08,Honda,Fit,Japan,23218,1903,54892
2021-10-09,Nissan,Qashqai,Japan,35503,2354,119955
2021-10-09,Volkswagen,Passat,Poland,44710,3959,64613
2021-10-10,Nissan,Juke,USA,39373,939,110646
2021-10-10,Audi,Q5,Spain,82497,4630,147432
2021-10-10,Toyota,Yaris,Spain,15518,768,83461
2021-10-11,Honda,Fit,Australia,22161,1888,80422
2021-10-11,Nissan,Qashqai,Australia,27221,2835,106978
2021-10-11,Toyota,Corolla,Japan,23083,602,86256
2021-10-12,Audi,Q5,Spain,54180,4037,86202
2021-10-12,BMW,3 Series,Germany,53946,4663,95237
2021-10-12,Honda,Accord,France,30663,1589,107859
2021-10-13,Honda,Civic,Italy,38536,4663,72770
2021-10-13,Honda,Fit,Spain,33560,1853,28088
2021-10-14,Toyota,Camry,Germany,22614,4108,25099
2021-10-14,BMW,X5,USA,72739,697,27352
2021-10-14,Honda,Fit,Japan,19504,1776,109310
2021-10-15,Audi,Q5,France,70711,1769,27748
2021-10-15,Volkswagen,Passat,UK,45592,2554,115779
2021-10-15,Mercedes,E-Class,Japan,59338,1648,144158
2021-10-16,Ford,Fiesta,Poland,23407,1274,29935
2021-10-16,Tesla,Model Y,Italy,85565,3399,5934
2021-10-17,BMW,3 Series,USA,73233,876,136440
2021-10-17,Nissan,Qashqai,France,31940,3154,6010
2021-10-17,Toyota,Camry,Australia,18857,2595,80400
2021-10-18,Toyota,RAV4,Canada,35223,3678,58420
2021-10-18,Nissan,Qashqai,Poland,32935,3397,112535
2021-10-18,Honda,Civic,Poland,28789,3055,55241
2021-10-19,Tesla,Model X,Germany,51304,2507,39688
2021-10-19,Honda,CR-V,Poland,29719,1503,80842
2021-10-19,Volkswagen,Passat,Italy,31601,2586,68327
2021-10-20,BMW,5 Series,France,71176,1270,133252
2021-10-20,Audi,A4,UK,53398,1201,73944
2021-10-21,Volkswagen,Passat,USA,23091,1293,101666
2021-10-21,Tesla,Model S,Australia,98205,952,64810
2021-10-21,Ford,Mustang,Canada,37618,4646,92408
2021-10-22,Ford,Mustang,UK,16209,2426,69480
2021-10-22,Tesla,Model S,Poland,119354,3226,47418
2021-10-22,Hyundai,Santa Fe,Italy,18363,2663,113119
2021-10-23,Ford,Explorer,Canada,17868,681,55665
2021-10-23,Toyota,RAV4,USA,20238,3953,44857
2021-10-23,Audi,A4,UK,48940,2639,146352
2021-10-24,Honda,Civic,Australia,32149,2521,7821
2021-10-24,BMW,3 Series,Australia,81454,2070,114273
2021-10-25,Honda,CR-V,Japan,23168,2942,87633
2021-10-25,Toyota,Yaris,Australia,39798,1363,21148
2021-10-25,Ford,Explorer,Germany,34688,1153,13129
2021-10-26,BMW,X5,Germany,58843,4936,127545
2021-10-26,Toyota,Yaris,France,23291,2586,21285
2021-10-26,Volkswagen,Passat,Canada,20737,2107,7953
2021-10-27,Mercedes,C-Class,Poland,84052,3462,135542
2021-10-27,Audi,A4,UK,44323,1886,99170
2021-10-27,Honda,Fit,Spain,26917,2453,100253
2021-10-28,Mercedes,A-Class,Australia,70273,2811,125936
2021-10-28,Tesla,Model X,Australia,109320,3638,31504
2021-10-29,Honda,Accord,Australia,33011,2117,65985
2021-10-29,Honda,Civic,USA,22250,4664,110816
2021-10-29,Nissan,X-Trail,USA,19600,1081,66040
2021-10-30,Audi,A3,Italy,80950,4706,43050
2021-10-30,Audi,A3,Germany,78070,630,11293
2021-10-30,Mercedes,A-Class,Poland,79044,537,114294
2021-10-31,Audi,Q5,Spain,58207,3164,43241
2021-10-31,BMW,5 Series,Italy,62190,4978,134291
2021-10-31,Honda,Accord,Poland,19674,3373,27820
2021-11-01,Toyota,RAV4,UK,17076,3690,42555
2021-11-01,Hyundai,Santa Fe,Japan,21494,1708,91661
2021-11-02,Toyota,Camry,USA,35171,1015,19333
2021-11-02,Audi,Q7,Japan,73934,1432,51516
2021-11-02,Nissan,Juke,Spain,31015,1492,119412
2021-11-03,Honda,Fit,Japan,18104,1770,50704
2021-11-03,Ford,Mustang,UK,37107,2554,14145
2021-11-03,BMW,X5,UK,59119,509,133001
2021-11-04,Nissan,Micra,Canada,18749,1090,47949
2021-11-04,Ford,Fiesta,Spain,18064,2915,35011
2021-11-04,Toyota,Yaris,USA,38485,2076,26387
2021-11-05,Hyundai,Santa Fe,France,23560,638,75459
2021-11-05,Mercedes,C-Class,Poland,46076,1815,60701
2021-11-06,Hyundai,Elantra,France,19246,4724,71046
2021-11-06,Volkswagen,Golf,UK,46903,1458,63168
2021-11-06,BMW,3 Series,USA,39710,3848,25583
2021-11-07,Toyota,Yaris,Poland,21109,2217,64757
2021-11-07,Mercedes,E-Class,Italy,93675,1986,112985
2021-11-07,BMW,X5,France,62571,592,87259
2021-11-08,Toyota,Corolla,Australia,28201,2340,82255
2021-11-08,Tesla,Model S,Australia,67233,1916,65308
2021-11-09,Mercedes,E-Class,Poland,54071,4097,120240
2021-11-09,Volkswagen,Polo,Canada,37018,3274,36087
2021-11-09,BMW,5 Series,UK,77531,2023,50821
2021-11-10,Volkswagen,Polo,France,49935,4345,116800
2021-11-10,Tesla,Model S,UK,77252,1078,25343
2021-11-10,Nissan,Juke,USA,37722,4454,119322
2021-11-11,Audi,A3,Spain,61066,913,93470
2021-11-11,Tesla,Model X,Germany,77959,540,19175
2021-11-11,Mercedes,A-Class,Japan,43449,635,114213
2021-11-12,Nissan,Juke,Poland,20221,888,37322
2021-11-12,Volkswagen,Golf,Australia,35412,4034,29657
2021-11-13,Hyundai,i30,Japan,29873,4873,114383
2021-11-13,Volkswagen,Polo,Spain,37523,1105,98526
2021-11-13,Ford,Focus,Japan,21852,2644,36795
